YDL246C	SOR2	chrIV:8683-9756
YHL036W	MUP3	chrVIII:26241-27881
YHR100C	GEP4	chrVIII:314116-314673
YHR105W	YPT35	chrVIII:324766-325410
YHR056C	RSC30	chrVIII:215183-217834
YHR135C	YCK1	chrVIII:372694-374310
YHR180W	YHR180W	chrVIII:465178-465669
YHR086W	NAM8	chrVIII:278153-279724
YHR146W	CRP1	chrVIII:390300-391697
YHR195W	NVJ1	chrVIII:490747-491712
YHR119W	SET1	chrVIII:346043-349285
YHR033W	YHR033W	chrVIII:175548-176819
YHR024C	MAS2	chrVIII:157744-159192
YHL043W	ECM34	chrVIII:14901-15413
YHL039W	EFM1	chrVIII:21783-23540
YHR059W	FYV4	chrVIII:220108-220500
YHL048C-A	YHL048C-A	chrVIII:5663-5797
YHR026W	VMA16	chrVIII:160844-161485
YHR160C	PEX18	chrVIII:419221-420072
YHR085W	IPI1	chrVIII:276764-277768
YHR113W	APE4	chrVIII:336337-337809
YHR175W	CTR2	chrVIII:452872-453441
YHR148W	IMP3	chrVIII:393534-394085
YHR208W	BAT1	chrVIII:517532-518713
YHR001W	OSH7	chrVIII:106055-107368
YHR131C	YHR131C	chrVIII:365340-367892
YHR049C-A	YHR049C-A	chrVIII:207234-207530
YHR086W-A	YHR086W-A	chrVIII:280231-280392
YHR141C	RPL42B	chrVIII:381990-382751
YHR170W	NMD3	chrVIII:443828-445384
YHL021C	AIM17	chrVIII:64462-65859
YHR078W	YHR078W	chrVIII:256360-258018
YHR007C-A	YHR007C-A	chrVIII:122550-122765
YHL044W	YHL044W	chrVIII:13565-14272
YHR214W-A	YHR214W-A	chrVIII:543008-543493
YHR161C	YAP1801	chrVIII:420373-422286
YHR074W	QNS1	chrVIII:246193-248337
YHR164C	DNA2	chrVIII:424610-429178
YHL006W-A	YHL006W-A	chrVIII:97732-98085
YHR204W	MNL1	chrVIII:506319-508709
YHL002C-A	YHL002C-A	chrVIII:102587-103075
YHL030W-A	YHL030W-A	chrVIII:39074-39535
tF(GAA)H2	tF(GAA)H2	chrVIII:358478-358569
YHR163W	SOL3	chrVIII:423724-424473
YHL046C	PAU13	chrVIII:11923-12285
YHR056W-A	YHR056W-A	chrVIII:217406-217840
YHL004W	MRP4	chrVIII:99219-100403
YHL009C	YAP3	chrVIII:84068-85060
YHR138C	YHR138C	chrVIII:377355-377699
YHR166C	CDC23	chrVIII:437170-439050
YHR151C	MTC6	chrVIII:399268-400848
YHL014C	YLF2	chrVIII:76097-77314
YHR021C	RPS27B	chrVIII:147871-148669
YHR198C	AIM18	chrVIII:496315-497280
YHL034C	SBP1	chrVIII:33193-34077
YHR124W	NDT80	chrVIII:356561-358444
YHR011W	DIA4	chrVIII:127780-129120
YHR096C	HXT5	chrVIII:294669-296447
YHR185C	PFS1	chrVIII:474627-475340
YHR190W	ERG9	chrVIII:484845-486179
YHR075C	PPE1	chrVIII:248439-249641
YHR117W	TOM71	chrVIII:342349-344268
YHR109W	CTM1	chrVIII:330310-332067
YHR207C	SET5	chrVIII:514905-516485
YHR132W-A	IGO2	chrVIII:370054-370449
YHR015W	MIP6	chrVIII:134554-136533
YHL015W	RPS20	chrVIII:75412-75777
YHR090C	YNG2	chrVIII:283777-284625
YHR189W	PTH1	chrVIII:484028-484600
YHR001W-A	QCR10	chrVIII:107826-108122
YHR070C-A	YHR070C-A	chrVIII:236102-236512
YHR108W	GGA2	chrVIII:328303-330060
YHR006W	STP2	chrVIII:117814-119439
YHR147C	MRPL6	chrVIII:392639-393283
YHR180W-A	YHR180W-A	chrVIII:466932-467114
YHR092C	HXT4	chrVIII:287081-288811
YHR080C	LAM4	chrVIII:262801-266838
YHL045W	YHL045W	chrVIII:12502-12849
YHR022C	YHR022C	chrVIII:149575-150345
YHL027W	RIM101	chrVIII:51111-52988
YHL003C	LAG1	chrVIII:100648-101883
YHR070W	TRM5	chrVIII:234881-236380
YHR150W	PEX28	chrVIII:397251-398990
YHR133C	NSG1	chrVIII:370722-371597
YHR215W	PHO12	chrVIII:552099-553502
YHL020C	OPI1	chrVIII:66242-67456
YHR101C	BIG1	chrVIII:314874-315968
YHR046C	INM1	chrVIII:197398-198285
YHR095W	YHR095W	chrVIII:292943-293437
YHR182W	YHR182W	chrVIII:468219-470576
YHR098C	SFB3	chrVIII:299145-301934
YHR145C	YHR145C	chrVIII:388981-389337
YHR120W	MSH1	chrVIII:349574-352453
YHL030W	ECM29	chrVIII:40084-45690
tV(CAC)H	tV(CAC)H	chrVIII:475706-475778
YHR051W	COX6	chrVIII:209705-210151
YHR130C	YHR130C	chrVIII:364965-365300
YHR149C	SKG6	chrVIII:394455-396659
YHR127W	YHR127W	chrVIII:360913-361644
YHR194W	MDM31	chrVIII:488657-490396
YHR213W-A	YHR213W-A	chrVIII:540549-540782
YHR032C-A	YHR032C-A	chrVIII:175275-175394
YHR203C	RPS4B	chrVIII:504476-505530
YHR168W	MTG2	chrVIII:440377-441933
YHR167W	THP2	chrVIII:439342-440127
YHR050W	SMF2	chrVIII:207654-209303
YHR112C	YHR112C	chrVIII:334527-335663
YHR027C	RPN1	chrVIII:161730-164711
YHR214C-E	YHR214C-E	chrVIII:551200-551499
YHR214W	YHR214W	chrVIII:541651-542262
YHR188C	GPI16	chrVIII:482005-483837
YHL023C	NPR3	chrVIII:59123-62563
YHR099W	TRA1	chrVIII:302761-313995
YHR196W	UTP9	chrVIII:491931-493658
YHR177W	YHR177W	chrVIII:456591-457952
YHR174W	ENO2	chrVIII:451327-452640
YHR199C-A	NBL1	chrVIII:498571-498859
YHR034C	PIH1	chrVIII:176965-177999
YHR179W	OYE2	chrVIII:462502-463704
YHR014W	SPO13	chrVIII:132047-132922
YHR171W	ATG7	chrVIII:445713-447605
tF(GAA)H1	tF(GAA)H1	chrVIII:237848-237939
YHR121W	LSM12	chrVIII:352756-353319
YHR116W	COX23	chrVIII:341665-342120
YHR087W	RTC3	chrVIII:280820-281155
YHR176W	FMO1	chrVIII:454229-455527
YHR173C	YHR173C	chrVIII:450815-451153
YHL010C	ETP1	chrVIII:81964-83721
YHR102W	KIC1	chrVIII:316572-319814
YHR063C	PAN5	chrVIII:224030-225169
YHR050W-A	YHR050W-A	chrVIII:209475-209645
YHR137C-A	YHR137C-A	chrVIII:375738-376388
YHL017W	YHL017W	chrVIII:70276-71874
YHL035C	VMR1	chrVIII:27978-32756
YHR043C	DOG2	chrVIII:192805-193545
YHR115C	DMA1	chrVIII:340109-341359
YHL007C	STE20	chrVIII:95118-97937
YHR018C	ARG4	chrVIII:140011-141402
YHR076W	PTC7	chrVIII:251101-252225
YHL019C	APM2	chrVIII:67731-69548
YHR061C	GIC1	chrVIII:221534-222478
tV(AAC)H	tV(AAC)H	chrVIII:85298-85371
snR32	snR32	chrVIII:381540-381727
YHR068W	DYS1	chrVIII:232133-233296
YHR218W-A	YHR218W-A	chrVIII:559932-560249
YHR037W	PUT2	chrVIII:181977-183704
YHR012W	VPS29	chrVIII:129481-130448
YHR144C	DCD1	chrVIII:387788-388726
YHR077C	NMD2	chrVIII:252374-255756
YHR156C	LIN1	chrVIII:411384-412406
YHR217C	YHR217C	chrVIII:556581-557042
YHR036W	BRL1	chrVIII:180345-181760
YHR091C	MSR1	chrVIII:284839-286770
YHR052W	CIC1	chrVIII:210848-211978
YHR123W	EPT1	chrVIII:354815-356081
YHR009C	TDA3	chrVIII:124109-125680
YHL018W	YHL018W	chrVIII:69708-70070
YHL012W	YHL012W	chrVIII:78936-80417
YHR211W	FLO5	chrVIII:525392-528619
YHR155W	LAM1	chrVIII:407103-410789
RUF5-1	RUF5-1	chrVIII:212409-213118
YHR139C	SPS100	chrVIII:378219-379199
YHR032W-A	YHR032W-A	chrVIII:175195-175374
tA(AGC)H	tA(AGC)H	chrVIII:146242-146314
YHR210C	YHR210C	chrVIII:520712-521737
YHR072W-A	NOP10	chrVIII:241664-241840
YHR140W	YHR140W	chrVIII:380572-381291
YHR044C	DOG1	chrVIII:194068-194808
YHL016C	DUR3	chrVIII:72037-74244
tP(UGG)H	SUF8	chrVIII:388893-388995
YHR202W	YHR202W	chrVIII:502388-504196
YHR019C	DED81	chrVIII:141894-143558
YHL034W-A	YHL034W-A	chrVIII:33176-33637
YHR213W-B	YHR213W-B	chrVIII:540800-541099
YHR104W	GRE3	chrVIII:323409-324392
YHR083W	SAM35	chrVIII:272627-273616
YHR165W-A	YHR165W-A	chrVIII:436647-436958
YHL022C	SPO11	chrVIII:62961-64157
YHR032W	ERC1	chrVIII:173344-175089
YHR008C	SOD2	chrVIII:122889-123590
YHL038C	CBP2	chrVIII:23617-25509
YHR071C-A	YHR071C-A	chrVIII:238910-239230
YHR081W	LRP1	chrVIII:267538-268092
YHL050W-A	YHL050W-A	chrVIII:811-1293
YHL028W	WSC4	chrVIII:48763-50580
YHR073C-B	YHR073C-B	chrVIII:245422-245502
YHL033C	RPL8A	chrVIII:35255-36025
YHR066W	SSF1	chrVIII:229335-230696
YHR029C	YHI9	chrVIII:167677-168561
YHR178W	STB5	chrVIII:459299-461530
YHR063W-A	YHR063W-A	chrVIII:225442-225777
YHR040W	BCD1	chrVIII:187924-189024
YHR192W	LNP1	chrVIII:486826-487662
YHR017W	YSC83	chrVIII:138694-139851
YHR004C	NEM1	chrVIII:111754-113094
YHL040C	ARN1	chrVIII:19088-20971
YHR191C	CTF8	chrVIII:486230-486631
YHR201C	PPX1	chrVIII:499950-501143
YHR103W	SBE22	chrVIII:320414-322972
YHR213W	YHR213W	chrVIII:539151-539747
YHR153C	SPO16	chrVIII:402086-402682
YHR082C	KSP1	chrVIII:268459-271548
YHR069C-A	YHR069C-A	chrVIII:234874-235236
YHR020W	YHR020W	chrVIII:143996-146062
YHR057C	CPR2	chrVIII:218226-218843
YHL024W	RIM4	chrVIII:56649-58790
YHR128W	FUR1	chrVIII:362115-362765
tQ(UUG)H	tQ(UUG)H	chrVIII:134321-134392
YHR047C	AAP1	chrVIII:198740-201310
YHL026C	YHL026C	chrVIII:53219-54166
YHR197W	RIX1	chrVIII:493896-496187
YHR028C	DAP2	chrVIII:164978-167434
YHR134W	WSS1	chrVIII:371749-372558
YHR122W	CIA2	chrVIII:353625-354320
YHR067W	HTD2	chrVIII:230970-231812
YHL037C	YHL037C	chrVIII:25778-26179
YHR013C	ARD1	chrVIII:130730-131446
YHR137W	ARO9	chrVIII:375709-377250
tT(AGU)H	tT(AGU)H	chrVIII:116107-116179
YHR158C	KEL1	chrVIII:413685-417179
YHR038W	RRF1	chrVIII:184066-184758
YHR042W	NCP1	chrVIII:190543-192618
YHR028W-A	YHR028W-A	chrVIII:167352-167672
YHL049C	YHL049C	chrVIII:3726-4541
YHR041C	SRB2	chrVIII:189131-189864
YHR069C	RRP4	chrVIII:233579-234658
YHR200W	RPN10	chrVIII:499079-499885
YHR053C	CUP1-1	chrVIII:212535-212720
YHR218W	YHR218W	chrVIII:558014-559924
YHR021W-A	ECM12	chrVIII:149225-149680
YHR114W	BZZ1	chrVIII:338083-339984
YHR039C	MSC7	chrVIII:184875-186809
YHL019W-A	YHL019W-A	chrVIII:67711-68304
YHR152W	SPO12	chrVIII:401434-401955
YHL046W-A	YHL046W-A	chrVIII:9981-10307
YHL011C	PRS3	chrVIII:80654-81616
YHR129C	ARP1	chrVIII:362999-364153
YHR199C	AIM46	chrVIII:497490-498422
YHR159W	TDA11	chrVIII:417549-419063
YHR193C	EGD2	chrVIII:487712-488236
YHR030C	SLT2	chrVIII:168890-170344
YHL050C	YHL050C	chrVIII:445-3311
YHR162W	MPC2	chrVIII:423072-423461
YHR089C	GAR1	chrVIII:282681-283298
YHL005C	YHL005C	chrVIII:98828-99220
YHR010W	RPL27A	chrVIII:126521-127492
YHR079C-A	SAE3	chrVIII:262192-262553
YHR212C	YHR212C	chrVIII:537759-538094
YHR005C	GPA1	chrVIII:113499-114917
YHR187W	IKI1	chrVIII:480990-481919
YHR183W	GND1	chrVIII:470960-472429
YHR205W	SCH9	chrVIII:509363-511837
YHR139C-A	YHR139C-A	chrVIII:380108-380419
YHR111W	UBA4	chrVIII:333072-334394
YHR049W	FSH1	chrVIII:206462-207193
YHR131W-A	YHR131W-A	chrVIII:367747-367992
YHR072W	ERG7	chrVIII:239098-241293
YHR209W	CRG1	chrVIII:519437-520312
YHR107C	CDC12	chrVIII:326813-328036
YHR071W	PCL5	chrVIII:237004-237693
snR71	snR71	chrVIII:411228-411317
YHR216W	IMD2	chrVIII:554396-555967
YHL013C	OTU2	chrVIII:77430-78353
YHR060W	VMA22	chrVIII:220725-221270
YHR143W-A	RPC10	chrVIII:387233-387445
YHR142W	CHS7	chrVIII:383538-384488
YHR058C	MED6	chrVIII:218997-219884
YHL008C	YHL008C	chrVIII:92627-94510
YHR054W-A	YHR054W-A	chrVIII:214508-214702
YHR118C	ORC6	chrVIII:344321-345628
tT(UGU)H	tT(UGU)H	chrVIII:466990-467061
YHL048W	COS8	chrVIII:6401-7546
YHR157W	REC104	chrVIII:412907-413455
YHR110W	ERP5	chrVIII:332282-332920
YHR023W	MYO1	chrVIII:151666-157452
YHR062C	RPP1	chrVIII:222877-223758
YHR219W	YHR219W	chrVIII:560173-562047
YHR136C	SPL2	chrVIII:374654-375100
YHL001W	RPL14B	chrVIII:104277-105091
YHR181W	SVP26	chrVIII:467228-467914
YHR214C-B	YHR214C-B	chrVIII:543964-549346
YHL009W-B	YHL009W-B	chrVIII:85909-91318
YHR214C-C	YHR214C-C	chrVIII:547910-549346
YHL009W-A	YHL009W-A	chrVIII:85909-87150
YIR015W	RPR2	chrIX:381948-382382
YIL156W-A	YIL156W-A	chrIX:47292-47693
YIL115W-A	YIL115W-A	chrIX:144268-144639
YIL086C	YIL086C	chrIX:200153-200461
YIL156W-B	YIL156W-B	chrIX:47690-47973
tT(AGU)I2	tT(AGU)I2	chrIX:325748-325820
YIL146C	ATG32	chrIX:74184-75773
YIL010W	DOT5	chrIX:334882-335529
YIL117C	PRM5	chrIX:140613-141569
YIL050W	PCL7	chrIX:258913-259770
YIL107C	PFK26	chrIX:163278-165761
YIL150C	MCM10	chrIX:61013-62728
YIL165C	YIL165C	chrIX:33718-34077
YIL045W	PIG2	chrIX:271161-272777
YIL126W	STH1	chrIX:117992-122071
YIL158W	AIM20	chrIX:46201-46815
YIR018W	YAP5	chrIX:384609-385346
YIR039C	YPS6	chrIX:430498-432111
YIL082W	YIL082W	chrIX:205635-206507
YIL056W	VHR1	chrIX:249991-251913
YIL161W	YIL161W	chrIX:39433-40140
tS(UGA)I	SUP17	chrIX:248850-248931
YIL119C	RPI1	chrIX:136654-137877
YIL016W	SNL1	chrIX:321454-321933
YIL144W	YIL144W	chrIX:78074-80149
YIL026C	IRR1	chrIX:304477-307929
tD(GUC)I1	tD(GUC)I1	chrIX:324303-324374
YIL163C	YIL163C	chrIX:36899-37252
YIL139C	REV7	chrIX:87979-88716
YIL171W	YIL171W	chrIX:19515-19844
YIL068C	SEC6	chrIX:233057-235474
YIL065C	FIS1	chrIX:241308-241775
YIL098C	FMC1	chrIX:179772-180239
YIL141W	YIL141W	chrIX:85053-85442
YIL009W	FAA3	chrIX:339344-341428
YIR021W-A	YIR021W-A	chrIX:398514-398726
YIR020C-B	YIR020C-B	chrIX:397215-397949
YIL044C	AGE2	chrIX:272950-273846
YIR020W-A	YIR020W-A	chrIX:394917-395159
YIR004W	DJP1	chrIX:363221-364519
YIL092W	YIL092W	chrIX:189066-190967
tD(GUC)I2	tD(GUC)I2	chrIX:336349-336420
YIL136W	OM45	chrIX:93619-94800
YIR022W	SEC11	chrIX:398733-399236
YIL002W-A	YIL002W-A	chrIX:350301-350510
YIL066W-A	YIL066W-A	chrIX:237366-237809
YIL133C	RPL16A	chrIX:98527-99416
YIL123W	SIM1	chrIX:128151-129581
YIR001C	SGN1	chrIX:356143-356895
YIL153W	RRD1	chrIX:55198-56379
YIR002C	MPH1	chrIX:357415-360396
YIL108W	YIL108W	chrIX:160887-162977
YIR023C-A	YIR023C-A	chrIX:402383-402706
YIL067C	YIL067C	chrIX:235724-237760
YIR019C	YIR019C	chrIX:389572-393675
YIL028W	YIL028W	chrIX:302100-302498
YIL134W	FLX1	chrIX:97395-98330
YIL159W	BNR1	chrIX:41825-45952
YIL011W	TIR3	chrIX:333727-334536
YIL110W	HPM1	chrIX:156045-157178
YIL131C	FKH1	chrIX:100781-102235
YIL128W	MET18	chrIX:113806-116904
YIL064W	EFM4	chrIX:241943-242716
YIL071C	PCI8	chrIX:228660-229994
YIL147C	SLN1	chrIX:69791-73453
YIL149C	MLP2	chrIX:63028-68067
YIL106W	MOB1	chrIX:166415-167444
YIL005W	EPS1	chrIX:345692-347797
YIL169C	YIL169C	chrIX:23119-26106
YIL004C	BET1	chrIX:347946-348505
YIR014W	YIR014W	chrIX:381086-381814
tE(CUC)I	tE(CUC)I	chrIX:197592-197663
YIR033W	MGA2	chrIX:416124-419465
YIL105C	SLM1	chrIX:167581-169641
YIL057C	RGI2	chrIX:247902-248396
YIL017C	VID28	chrIX:318200-320965
YIL132C	CSM2	chrIX:99860-100501
YIL070C	MAM33	chrIX:230272-231072
YIL051C	MMF1	chrIX:257843-258280
YIL118W	RHO3	chrIX:139752-140447
YIL097W	FYV10	chrIX:180427-181977
YIR034C	LYS1	chrIX:419615-420736
YIL109C	SEC24	chrIX:157385-160165
YIL102C-A	YIL102C-A	chrIX:173365-173592
YIL105W-A	YIL105W-A	chrIX:167664-167804
YIL084C	SDS3	chrIX:202276-203259
YIL039W	TED1	chrIX:278426-279847
YIR003W	AIM21	chrIX:360885-362924
YIR031C	DAL7	chrIX:413015-414679
YIL074C	SER33	chrIX:221081-222490
YIL022W	TIM44	chrIX:311165-312460
YIL030C	SSM4	chrIX:296050-300009
YIL140W	AXL2	chrIX:85366-87837
YIL031W	ULP2	chrIX:292633-295737
YIL014W	MNT3	chrIX:326103-327995
YIL137C	TMA108	chrIX:89948-92788
YIR037W	HYR1	chrIX:423128-423619
YIL127C	RRT14	chrIX:117024-117644
YIL143C	SSL2	chrIX:80510-83041
YIL079C	AIR1	chrIX:210923-212005
YIR008C	PRI1	chrIX:373077-374306
YIL040W	APQ12	chrIX:277723-278139
YIL129C	TAO3	chrIX:106107-113237
YIL100C-A	YIL100C-A	chrIX:177343-177681
YIL124W	AYR1	chrIX:126204-127097
YIL042C	PKP1	chrIX:275108-276292
YIL115C	NUP159	chrIX:144327-148709
YIL035C	CKA1	chrIX:287790-288908
YIL176C	PAU14	chrIX:8793-9155
YIL006W	YIA6	chrIX:344062-345183
YIL048W	NEO1	chrIX:261437-264892
YIL066C	RNR3	chrIX:238099-240708
YIR029W	DAL2	chrIX:410807-411838
YIR018C-A	YIR018C-A	chrIX:385564-385701
YIL094C	LYS12	chrIX:186517-187632
YIL103W	DPH1	chrIX:171751-173028
YIL155C	GUT2	chrIX:51759-53708
YIL152W	YIL152W	chrIX:56545-57252
YIL046W-A	YIL046W-A	chrIX:268309-268473
YIL002C	INP51	chrIX:350591-353431
YIR030W-A	YIR030W-A	chrIX:412899-413282
YIL047C-A	YIL047C-A	chrIX:265099-265467
YIL156W	UBP7	chrIX:48091-51306
YIR012W	SQT1	chrIX:378486-379781
YIL112W	HOS4	chrIX:151595-154846
YIL025C	YIL025C	chrIX:308201-308575
YIL175W	YIL175W	chrIX:9183-9500
YIL100W	YIL100W	chrIX:177373-177726
YIR026C	YVH1	chrIX:404873-405967
YIR025W	MND2	chrIX:403659-404765
YIR042C	YIR042C	chrIX:435273-435983
YIL075C	RPN2	chrIX:217863-220700
YIL068W-A	YIL068W-A	chrIX:233013-233396
YIL063C	YRB2	chrIX:242761-243744
YIL018W	RPL2B	chrIX:316768-317932
YIL027C	YIL027C	chrIX:303679-304104
YIL085C	KTR7	chrIX:200490-202043
snR68	snR68	chrIX:97111-97246
YIL008W	URM1	chrIX:342536-342835
YIL030W-A	YIL030W-A	chrIX:295565-295903
YIL076W	SEC28	chrIX:216658-217548
YIR036W-A	YIR036W-A	chrIX:422635-423036
YIL029C	YIL029C	chrIX:300829-301257
YIR023W	DAL81	chrIX:399777-402689
tT(AGU)I1	tT(AGU)I1	chrIX:175031-175103
YIL053W	YIL053W	chrIX:255115-255867
YIL101C	XBP1	chrIX:175307-177250
YIL120W	QDR1	chrIX:134417-136108
YIL174W	YIL174W	chrIX:9469-9696
YIL032C	YIL032C	chrIX:291961-292317
YIL142C-A	YIL142C-A	chrIX:83208-83540
YIL164C	NIT1	chrIX:34087-34686
YIL096C	BMT5	chrIX:182117-183127
YIL160C	POT1	chrIX:40191-41444
YIL134C-A	YIL134C-A	chrIX:96522-96725
YIL062C	ARC15	chrIX:243998-244462
YIL151C	ESL1	chrIX:57338-60694
YIL059C	YIL059C	chrIX:246550-246915
YIR030C	DCG1	chrIX:412036-412770
YIL083C	CAB2	chrIX:203556-204653
YIL019W	FAF1	chrIX:315093-316133
YIL020C-A	YIL020C-A	chrIX:313713-314051
YIL099W	SGA1	chrIX:178004-179653
YIL093C	RSM25	chrIX:187990-188784
YIR024C	YIR024C	chrIX:402841-403491
YIL135C	VHS2	chrIX:95065-96375
YIL020C	HIS6	chrIX:314035-314820
YIL023C	YKE4	chrIX:309386-310426
YIL177W-A	YIL177W-A	chrIX:846-1328
YIL037C	PRM2	chrIX:283029-284999
YIL142W	CCT2	chrIX:83302-84885
YIR041W	PAU15	chrIX:433929-434303
YIL034C	CAP2	chrIX:289226-290089
YIL073C	SPO22	chrIX:222937-225954
YIL091C	UTP25	chrIX:191030-193195
YIL078W	THS1	chrIX:212499-214703
YIL052C	RPL34B	chrIX:256226-257063
YIR017C	MET28	chrIX:383556-384119
YIL125W	KGD1	chrIX:122689-125733
YIL154C	YIL154C	chrIX:53981-55021
PWR1	PWR1	chrIX:395999-396939
YIL138C	TPM2	chrIX:89230-89715
YIL130W	ASG1	chrIX:102782-105676
YIL071W-A	YIL071W-A	chrIX:228550-229026
YIL043C	CBR1	chrIX:274072-274926
YIR013C	GAT4	chrIX:380019-380384
YIL055C	YIL055C	chrIX:252042-253925
YIL014C-A	YIL014C-A	chrIX:325212-325526
YIL049W	DFG10	chrIX:260158-260919
YIL162W	SUC2	chrIX:37385-38983
YIL104C	SHQ1	chrIX:169982-171505
YIL077C	YIL077C	chrIX:214991-215953
YIR032C	DAL3	chrIX:415030-415617
YIL007C	NAS2	chrIX:342994-343656
YIL021W	RPB3	chrIX:312905-313861
YIR020C	YIR020C	chrIX:394255-394557
YIL038C	NOT3	chrIX:280142-282652
YIR011C	STS1	chrIX:377287-378246
YIL046W	MET30	chrIX:268651-270573
YIL157C	COA1	chrIX:46949-47542
YIL171W-A	YIL171W-A	chrIX:18260-18712
YIL121W	QDR2	chrIX:132244-133872
YIL170W	HXT12	chrIX:19847-21220
YIR038C	GTT1	chrIX:423809-424513
YIR027C	DAL1	chrIX:406260-407642
YIL088C	AVT7	chrIX:197931-199403
YIR028W	DAL4	chrIX:408468-410375
YIL001W	YIL001W	chrIX:353940-355481
tK(CUU)I	tK(CUU)I	chrIX:300228-300300
YIL173W	VTH1	chrIX:11492-16141
tE(UUC)I	tE(UUC)I	chrIX:370417-370488
YIL177C	YIL177C	chrIX:483-6147
YIL054W	YIL054W	chrIX:254543-254860
YIL148W	RPL40A	chrIX:68708-69528
YIR017W-A	YIR017W-A	chrIX:383566-384165
YIL145C	PAN6	chrIX:76354-77283
YIR006C	PAN1	chrIX:365466-369908
YIL013C	PDR11	chrIX:328207-332442
YIL114C	POR2	chrIX:149143-149988
YIR035C	YIR035C	chrIX:421026-421790
YIR007W	EGH1	chrIX:370704-372998
YIL113W	SDP1	chrIX:150559-151188
YIL036W	CST6	chrIX:285666-287429
YIR010W	DSN1	chrIX:375431-377161
YIL033C	BCY1	chrIX:290419-291669
YIR009W	MSL1	chrIX:374525-374860
YIL041W	GVP36	chrIX:276525-277505
YIL087C	AIM19	chrIX:199646-200119
ICR1	ICR1	chrIX:393884-397082
YIR036C	IRC24	chrIX:422074-422865
YIL122W	POG1	chrIX:130610-131665
tI(AAU)I2	tI(AAU)I2	chrIX:210665-210738
YIL021C-A	YIL021C-A	chrIX:313199-313468
YIL090W	ICE2	chrIX:193595-195070
YIL012W	YIL012W	chrIX:333011-333352
YIL024C	YIL024C	chrIX:308602-309171
YIL111W	COX5B	chrIX:155311-155765
YIL095W	PRK1	chrIX:183937-186369
YIL029W-A	YIL029W-A	chrIX:299735-300106
YIL089W	YIL089W	chrIX:195599-196216
YIL166C	YIL166C	chrIX:30938-32566
YIL060W	YIL060W	chrIX:246392-246826
tI(AAU)I1	tI(AAU)I1	chrIX:183440-183513
YIL009C-A	EST3	chrIX:335666-336212
YIL061C	SNP1	chrIX:244657-245559
YIR040C	YIR040C	chrIX:433389-433721
YIL102C	YIL102C	chrIX:174582-174887
YIL069C	RPS24B	chrIX:231553-232369
YIR016W	YIR016W	chrIX:382628-383425
YIR021W	MRS1	chrIX:397294-398385
YIL172C	IMA3	chrIX:16784-18553
YIL072W	HOP1	chrIX:226602-228419
YIL058W	YIL058W	chrIX:246914-247198
YIL047C	SYG1	chrIX:265115-267823
YIL015W	BAR1	chrIX:322342-324105
YIR005W	IST3	chrIX:364889-365335
YIL116W	HIS5	chrIX:142928-144085
YIL003W	CFD1	chrIX:349122-350003
YIL082W-A	YIL082W-A	chrIX:205635-210132
YCR031C	RPS14A	chrIII:177500-178220
YCL011C	GBP2	chrIII:102075-103358
YCL040W	GLK1	chrIII:50838-52340
YCR052W	RSC6	chrIII:214994-216445
YCR100C	YCR100C	chrIII:301271-302221
YCR107W	AAD3	chrIII:313890-314981
YCL002C	YCL002C	chrIII:110808-111675
YCL024W	KCC4	chrIII:79162-82275
YCR060W	TAH1	chrIII:224399-224734
YCR071C	IMG2	chrIII:240103-240543
YCR007C	YCR007C	chrIII:126011-126730
YCL012C	YCL012C	chrIII:101317-101788
YCR081C-A	YCR081C-A	chrIII:258415-258651
YCR036W	RBK1	chrIII:193297-194298
YCR063W	BUD31	chrIII:228318-228791
YCL042W	YCL042W	chrIII:50584-50943
YCR097W-A	YCR097W-A	chrIII:294439-294705
YCR025C	YCR025C	chrIII:163446-163856
tK(CUU)C	tK(CUU)C	chrIII:151284-151356
YCR069W	CPR4	chrIII:239055-240011
YCR041W	YCR041W	chrIII:200911-201243
YCR102W-A	YCR102W-A	chrIII:306735-306932
YCR020C-A	MAK31	chrIII:154830-155096
YCL075W	YCL075W	chrIII:2126-2566
YCR092C	MSH3	chrIII:276764-279820
YCR005C	CIT2	chrIII:120946-122328
YCR038W-A	YCR038W-A	chrIII:199293-199418
YCL034W	LSB5	chrIII:61658-62722
YCL026C-B	HBN1	chrIII:73405-73986
YCR020W-B	HTL1	chrIII:155320-155556
YCR094W	CDC50	chrIII:286762-287937
YCL028W	RNQ1	chrIII:70150-71367
YCL029C	BIK1	chrIII:68599-69921
YCL074W	YCL074W	chrIII:2824-3750
tQ(UUG)C	tQ(UUG)C	chrIII:168301-168372
YCR086W	CSM1	chrIII:263392-263964
YCR006C	YCR006C	chrIII:122530-123003
YCR083W	TRX3	chrIII:259578-259961
YCL039W	GID7	chrIII:52645-54882
YCL037C	SRO9	chrIII:57374-58678
tE(UUC)C	tE(UUC)C	chrIII:82462-82533
YCL004W	PGS1	chrIII:109105-110670
YCL076W	YCL076W	chrIII:1392-2135
YCR011C	ADP1	chrIII:133724-136873
YCL054W-A	RDT1	chrIII:30910-30996
YCR020C	PET18	chrIII:154012-154659
YCL065W	YCL065W	chrIII:13751-14119
YCL057W	PRD1	chrIII:24768-26906
YCL069W	VBA3	chrIII:9706-11082
YCR045W-A	YCR045W-A	chrIII:208751-209101
YCL048W	SPS22	chrIII:42165-43556
YCR002C	CDC10	chrIII:117380-118348
YCR035C	RRP43	chrIII:191834-193018
